City,City-Country_EN
Casa Grande,"Casa Grande, AZ, United States"
Odessa,"Odessa, TX, United States"
Boulder,"Boulder, CO, United States"
Lancaster,"Lancaster, CA, United States"
Pocatello,"Pocatello, ID, United States"
Vineland,"Vineland, NJ, United States"
Lawrence,"Lawrence, KS, United States"
Petaluma,"Petaluma, CA, United States"
Cheyenne,"Cheyenne, WY, United States"
Galveston,"Galveston, TX, United States"
Arrecife,"Arrecife, Lanzarote, Spain"
Bellevue,"Bellevue, NE, United States"
Murrieta,"Murrieta, CA, United States"
Salem,"Salem, MA, United States"
Plantation,"Plantation, FL, United States"
Palm Coast,"Palm Coast, FL, United States"
Wichita Falls,"Wichita Falls, TX, United States"
Green Bay,"Green Bay, WI, United States"
Bonita Springs,"Bonita Springs, FL, United States"
Oshkosh,"Oshkosh, WI, United States"
Redding,"Redding, CA, United States"
Oceanside,"Oceanside, CA, United States"
Palmdale,"Palmdale, CA, United States"
Manhattan,"Manhattan, KS, United States"
St. George,"St. George, UT, United States"
Hartford,"Hartford, CT, United States"
Ithaca,"Ithaca, NY, United States"
Richmond,"Richmond, VA, United States"
Rochester,"Rochester, NY, United States"
Ocala,"Ocala, FL, United States"
Puerto del Rosario,"Puerto del Rosario, Fuerteventura, Spain"
Palm Bay,"Palm Bay, FL, United States"
Sandpoint,"Sandpoint, ID, United States"
Yakima,"Yakima, WA, United States"
New Haven,"New Haven, CT, United States"
Oakland,"Oakland, CA, United States"
Grand Island,"Grand Island, NE, United States"
Harlingen,"Harlingen, TX, United States"
Logan,"Logan, UT, United States"
Wichita,"Wichita, KS, United States"
North Little Rock,"North Little Rock, AR, United States"
Yuma,"Yuma, AZ, United States"
College Station,"College Station, TX, United States"
Manchester,"Manchester, NH, United States"
Fort Collins,"Fort Collins, CO, United States"
Lynchburg,"Lynchburg, VA, United States"
Weston,"Weston, FL, United States"
Bedford,"Bedford, OH, United States"
Beacon,"Beacon, NY, United States"
Longview,"Longview, TX, United States"
Norfolk,"Norfolk, VA, United States"
Bloomington,"Bloomington, IN, United States"
Rocky Mount,"Rocky Mount, NC, United States"
Helena,"Helena, MT, United States"
Temple,"Temple, TX, United States"
Albuquerque,"Albuquerque, NM, United States"
Cape Coral,"Cape Coral, FL, United States"
Rockford,"Rockford, IL, United States"
Grand Junction,"Grand Junction, CO, United States"
Modesto,"Modesto, CA, United States"
Dayton,"Dayton, OH, United States"
Portland,"Portland, ME, United States"
Flagstaff,"Flagstaff, AZ, United States"
Enterprise,"Enterprise, NV, United States"
Providence,"Providence, RI, United States"
Greeley,"Greeley, CO, United States"
Nashua,"Nashua, NH, United States"
Lake Havasu City,"Lake Havasu City, AZ, United States"
Lawton,"Lawton, OK, United States"
Baltimore,"Baltimore, MD, United States"
Vista,"Vista, CA, United States"
Elkhart,"Elkhart, IN, United States"
Marysville,"Marysville, WA, United States"
Philadelphia,"Philadelphia, PA, United States"
Fairfax,"Fairfax, VA, United States"
Wilmington,"Wilmington, NC, United States"
Flint,"Flint, MI, United States"
St. Cloud,"St. Cloud, MN, United States"
Columbia,"Columbia, MO, United States"
