City,Country,City-Country_EN,City_ES,City-Country_ES,Other,Other_ES
Quanzhou,China,"Quanzhou, China",Quanzhou,"Quanzhou, China",Quanzhou,Quanzhou
"Enterprise, NV",United States,"Enterprise, NV, United States","Enterprise, NV","Enterprise, NV, Estados Unidos",Enterprise,Enterprise
Chachapoyas,Peru,"Chachapoyas, Peru",Chachapoyas,"Chachapoyas, Perú",Chachapoyas,Chachapoyas
Chengdu,China,"Chengdu, China",Chengdu,"Chengdu, China",Chengdu,Chengdu
"Providence, RI",United States,"Providence, RI, United States","Providencia, RI","Providence, RI, Estados Unidos",Providence,Providence
Zunyi,China,"Zunyi, China",Zunyi,"Zunyi, China",Zunyi,Zunyi
"Greeley, CO",United States,"Greeley, CO, United States","Greeley, CO","Greeley, CO, Estados Unidos",Greeley,Greeley
"Nashua, NH",United States,"Nashua, NH, United States","Nashua, NH","Nashua, NH, Estados Unidos",Nashua,Nashua
"Lake Havasu City, AZ",United States,"Lake Havasu City, AZ, United States","Ciudad de Lake Havasu, AZ","Lake Havasu City, AZ, Estados Unidos",Lake Havasu City,Lake Havasu City
Ghent,Belgium,"Ghent, Belgium",Gante,"Gante, Bélgica",Ghent,Gante
Daegu,South Korea,"Daegu, South Korea",Daegu,"Daegu, Corea del Sur",Daegu,Daegu
Fort McMurray,Canada,"Fort McMurray, Canada",Fuerte McMurray,"Fort McMurray, Canadá",Fort McMurray,Fuerte McMurray
Kotor,Montenegro,"Kotor, Montenegro",Kotor,"Kotor, Montenegro",Kotor,Kotor
"Lawton, OK",United States,"Lawton, OK, United States","Lawton, de acuerdo","Lawton, OK, Estados Unidos",Lawton,Lawton
Gwangju,South Korea,"Gwangju, South Korea",Gwangju,"Gwangju, Corea del Sur",Gwangju,Gwangju
Mbuji-Mayi,DR Congo,"Mbuji-Mayi, DR Congo",Mbuji-Mayi,"Mbuji-Mayi, República Democrática del Congo",Mbuji-Mayi,Mbuji-Mayi
"Baltimore, MD",United States,"Baltimore, MD, United States","Baltimore, MD","Baltimore, MD, Estados Unidos",Baltimore,Baltimore
Huambo,Angola,"Huambo, Angola",Huambo,"Huambo, Angola",Huambo,Huambo
York,United Kingdom,"York, United Kingdom",York,"York, Reino Unido",York,York
Kinshasa,DR Congo,"Kinshasa, DR Congo",Kinshasa,"Kinshasa, RD Congo",Kinshasa,Kinshasa
"Vista, CA",United States,"Vista, CA, United States","Vista, CA","Vista, CA, Estados Unidos",Vista,Vista
Iquique,Chile,"Iquique, Chile",Iquique,"Iquique, Chile",Iquique,Iquique
"Elkhart, IN",United States,"Elkhart, IN, United States","Elkhart, IN","Elkhart, IN, Estados Unidos",Elkhart,Elkhart
Macau,China,"Macau, China",Macao,"Macao, China",Macau,Macao
Panajachel,Guatemala,"Panajachel, Guatemala",Panajachel,"Panajachel, Guatemala",Panajachel,Panajachel
"Marysville, WA",United States,"Marysville, WA, United States","Marysville, WA","Marysville, WA, Estados Unidos",Marysville,Marysville
Bern,Switzerland,"Bern, Switzerland",Berna,"Berna, Suiza",Bern,Berna
Rennes,France,"Rennes, France",Rennes,"Rennes, Francia",Rennes,Rennes
Chongqing,China,"Chongqing, China",Chongqing,"Chongqing, China",Chongqing,Chongqing
Dili,East Timor,"Dili, East Timor",Dili,"Dili, Timor Oriental",Dili,Dili
Uberlandia,Brazil,"Uberlandia, Brazil",Uberlandia,"Uberlandia, Brasil",Uberlandia,Uberlandia
Santa Teresa,Costa Rica,"Santa Teresa, Costa Rica",Santa Teresa,"Santa Teresa, Costa Rica",Santa Teresa,Santa Teresa
Guatemala City,Guatemala,"Guatemala City, Guatemala",Ciudad de Guatemala,"Ciudad de Guatemala, Guatemala",Guatemala City,Ciudad de Guatemala
Shrewsbury,United Kingdom,"Shrewsbury, United Kingdom",Shrewsbury,"Shrewsbury, Reino Unido",Shrewsbury,Shrewsbury
Mar del Plata,Argentina,"Mar del Plata, Argentina",Mar del Plata,"Mar del Plata, Argentina",Mar del Plata,Mar del Plata
Cavtat,Croatia,"Cavtat, Croatia",Cavtat,"Cavtat, Croacia",Cavtat,Cavtat
Bremen,Germany,"Bremen, Germany",Bremen,"Bremen, Alemania",Bremen,Bremen
Cabarete,Dominican Republic,"Cabarete, Dominican Republic",Cabarete,"Cabarete, República Dominicana",Cabarete,Cabarete
Budva,Montenegro,"Budva, Montenegro",Budva,"Budva, Montenegro",Budva,Budva
La Paz,Bolivia,"La Paz, Bolivia",La Paz,"La Paz, Bolivia",La Paz,La Paz
Jiamusi,China,"Jiamusi, China",Jiamusi,"Jiamusi, China",Jiamusi,Jiamusi
Guangzhou,China,"Guangzhou, China",Guangzhou,"Guangzhou, China",Guangzhou,Guangzhou
"Philadelphia, PA",United States,"Philadelphia, PA, United States","Filadelfia, PA","Filadelfia, PA, Estados Unidos",Philadelphia,Philadelphia
"Fairfax, VA",United States,"Fairfax, VA, United States","Fairfax, VA","Fairfax, VA, Estados Unidos",Fairfax,Fairfax
Jiangmen,China,"Jiangmen, China",Jiangmen,"Jiangmen, China",Jiangmen,Jiangmen
Leiden,Netherlands,"Leiden, Netherlands",Leiden,"Leiden, Holanda",Leiden,Leiden
"Wilmington, NC",United States,"Wilmington, NC, United States","Wilmington, Carolina del Norte","Wilmington, NC, Estados Unidos",Wilmington,Wilmington
Dubrovnik,Croatia,"Dubrovnik, Croatia",Dubrovnik,"Dubrovnik, Croacia",Dubrovnik,Dubrovnik
Klaipeda,Lithuania,"Klaipeda, Lithuania",Klaipeda,"Klaipeda, Lituania",Klaipeda,Klaipeda
Suwon,South Korea,"Suwon, South Korea",Suwon,"Suwon, Corea del Sur",Suwon,Suwon
Shantou,China,"Shantou, China",Shantou,"Shantou, China",Shantou,Shantou
Yangshuo,China,"Yangshuo, China",Yangshuo,"Yangshuo, China",Yangshuo,Yangshuo
"Flint, MI",United States,"Flint, MI, United States","Flint, MI","Flint, MI, Estados Unidos",Flint,Flint
San Cristóbal de las Casas,Mexico,"San Cristóbal de las Casas, Mexico",San Cristóbal de las Casas,"San Cristóbal de las Casas, México",San Cristóbal de las Casas,San Cristóbal de las Casas
Reading,United Kingdom,"Reading, United Kingdom",Leyendo,"Reading, Reino Unido",Reading,Leyendo
"St. Cloud, MN",United States,"St. Cloud, MN, United States","St. Cloud, MN","S t. Cloud, MN, Estados Unidos ",St. Cloud,St. Cloud
Volgograd,Russia,"Volgograd, Russia",Volgogrado,"Volgogrado, Rusia",Volgograd,Volgogrado
"Columbia, MO",United States,"Columbia, MO, United States","Columbia, MO","Columbia, MO, Estados Unidos",Columbia,Columbia
Kampala,Uganda,"Kampala, Uganda",Kampala,"Kampala, Uganda",Kampala,Kampala
La Serena,Chile,"La Serena, Chile",La Serena,"La Serena, Chile",La Serena,La Serena
